YEAR,MO,DY,HR,WDG temp,OIL TEMP,ambient TMP,AVG Current,Fault type
2020,11,6,3,68,39,22,222,NO FAULT
2020,11,6,4,69,40,22,227,NO FAULT
2020,11,6,5,70,45,22,217,NO FAULT
2020,11,6,6,68,37,22,221,NO FAULT
2020,11,6,7,68,40,22,226,NO FAULT
2020,11,6,8,67,38,22,230,NO FAULT
2020,11,6,9,67,39,22,225,NO FAULT
2020,11,6,10,67,42,22,220,NO FAULT
2020,11,6,11,89,39,22,227,NO FAULT
2020,11,6,12,69,42,22,213,NO FAULT
2020,11,6,13,67,45,22,221,NO FAULT
2020,11,6,14,68,36,22,230,NO FAULT
2020,11,6,15,67,37,22,217,NO FAULT
2020,11,6,16,70,37,22,213,NO FAULT
2020,11,6,17,68,40,22,222,NO FAULT
2020,11,6,18,69,43,22,225,NO FAULT
2020,11,6,19,70,37,22,228,NO FAULT
2020,11,6,20,70,38,22,219,NO FAULT
2020,11,6,21,67,36,22,219,NO FAULT
2020,11,6,22,70,43,22,213,NO FAULT
2020,11,6,23,69,37,22,222,NO FAULT
2020,11,7,0,67,43,22,214,NO FAULT
2020,11,7,1,69,39,22,212,NO FAULT
2020,11,7,2,67,37,22,216,NO FAULT
2020,11,7,3,70,45,22,213,NO FAULT
2020,11,7,4,67,41,22,229,NO FAULT
2020,11,7,5,79,37,22,214,NO FAULT
2020,11,7,6,89,40,22,220,NO FAULT
2020,11,7,7,70,38,22,212,NO FAULT
2020,11,7,8,67,40,22,219,NO FAULT
2020,11,7,9,69,36,22,224,NO FAULT
2020,11,7,10,68,39,22,217,NO FAULT
2020,11,7,11,67,38,22,218,NO FAULT
2020,11,7,12,69,37,22,216,NO FAULT
2020,11,7,13,70,39,22,216,NO FAULT
2020,11,7,14,67,45,22,214,NO FAULT
2020,11,7,15,67,43,22,229,NO FAULT
2020,11,7,16,70,41,22,229,NO FAULT
2020,11,7,17,67,45,22,225,NO FAULT
2020,11,7,18,67,38,22,226,NO FAULT
2020,11,7,19,67,45,22,222,NO FAULT
2020,11,7,20,70,37,22,229,NO FAULT
2020,11,7,21,70,42,22,225,NO FAULT
2020,11,7,22,67,35,22,227,NO FAULT
2020,11,7,23,70,35,22,229,NO FAULT
2020,11,8,0,69,45,22,226,NO FAULT
2020,11,8,1,68,36,22,227,NO FAULT
2020,11,8,2,70,45,22,215,NO FAULT
2020,11,8,3,68,43,22,230,NO FAULT
2020,11,8,4,70,43,22,218,NO FAULT
2020,11,8,5,68,36,22,223,NO FAULT
2020,11,8,6,70,45,22,217,NO FAULT
2020,11,8,7,70,43,22,220,NO FAULT
2020,11,8,8,69,45,22,228,NO FAULT
2020,11,8,9,69,37,22,229,NO FAULT
2020,11,8,10,70,39,22,229,NO FAULT
2020,11,8,11,67,45,22,226,NO FAULT
2020,11,8,12,67,41,22,230,NO FAULT
2020,11,8,13,68,38,22,218,NO FAULT
2020,11,8,14,67,42,22,214,NO FAULT
2020,11,8,15,68,40,22,211,NO FAULT
2020,11,8,16,68,36,22,230,NO FAULT
2020,11,8,17,69,42,22,213,NO FAULT
2020,11,8,18,69,40,22,210,NO FAULT
2020,11,8,19,68,44,22,227,NO FAULT
2020,11,8,20,69,36,22,214,NO FAULT
2020,11,8,21,130,64,21,470,SHORT CIRCUIT
2020,11,8,22,67,38,22,219,NO FAULT
2020,11,8,23,69,37,22,219,NO FAULT
2020,11,9,0,68,40,22,225,NO FAULT
2020,11,9,1,69,44,22,213,NO FAULT
2020,11,9,2,70,43,22,213,NO FAULT
2020,11,9,3,67,38,22,226,NO FAULT
2020,11,9,4,69,45,22,229,NO FAULT
2020,11,9,5,68,44,22,228,NO FAULT
2020,11,9,6,70,45,22,225,NO FAULT
2020,11,9,7,68,40,22,216,NO FAULT
2020,11,9,8,69,35,22,216,NO FAULT
2020,11,9,9,67,44,22,210,NO FAULT
2020,11,9,10,67,40,22,211,NO FAULT
2020,11,9,11,68,43,22,220,NO FAULT
2020,11,9,12,68,42,22,220,NO FAULT
2020,11,9,13,70,35,22,213,NO FAULT
2020,11,9,14,69,45,22,228,NO FAULT
2020,11,9,15,67,42,22,222,NO FAULT
2020,11,9,16,69,42,22,218,NO FAULT
2020,11,9,17,67,45,22,214,NO FAULT
2020,11,9,18,69,40,22,216,NO FAULT
2020,11,9,19,68,35,22,220,NO FAULT
2020,11,9,20,67,38,22,217,NO FAULT
2020,11,9,21,70,43,22,215,NO FAULT
2020,11,9,22,67,37,22,217,NO FAULT
2020,11,9,23,69,43,22,212,NO FAULT
2020,11,10,0,70,38,22,220,NO FAULT
2020,11,10,1,69,38,22,222,NO FAULT
2020,11,10,2,87,56,25,289,HEATING
2020,11,10,3,86,54,26,279,HEATING
2020,11,10,4,84,54,25,280,HEATING
2020,11,10,5,89,56,25,287,HEATING
2020,11,10,6,90,38,24,288,HEATING
2020,11,10,7,87,56,25,289,HEATING
2020,11,10,8,98,64,20,340,OVER LOADING
2020,11,10,9,98,64,20,340,NO FAULT
2020,11,10,10,96,60,20,349,OVER LOADING
2020,11,10,11,94,62,20,349,OVER LOADING
2020,11,10,12,68,35,22,230,NO FAULT
2020,11,10,13,70,40,22,220,NO FAULT
2020,11,10,14,68,41,22,222,NO FAULT
2020,11,10,15,70,42,22,220,NO FAULT
2020,11,10,16,69,43,22,230,NO FAULT
2020,11,10,17,69,40,22,217,NO FAULT
2020,11,10,18,70,43,22,214,NO FAULT
2020,11,10,19,68,38,22,212,NO FAULT
2020,11,10,20,67,42,22,219,NO FAULT
2020,11,10,21,68,40,22,230,NO FAULT
2020,11,10,22,69,40,22,213,NO FAULT
2020,11,10,23,70,43,22,214,NO FAULT
2020,11,11,0,68,38,22,210,NO FAULT
2020,11,11,1,68,36,22,213,NO FAULT
2020,11,11,2,70,43,22,218,NO FAULT
2020,11,11,3,67,36,22,215,NO FAULT
2020,11,11,4,67,38,22,221,NO FAULT
2020,11,11,5,70,40,22,212,NO FAULT
2020,11,11,6,70,42,22,219,NO FAULT
2020,11,11,7,69,41,22,217,NO FAULT
2020,11,11,8,68,42,22,223,NO FAULT
2020,11,11,9,67,44,22,215,NO FAULT
2020,11,11,10,68,39,22,220,NO FAULT
2020,11,11,11,69,35,22,229,NO FAULT
2020,11,11,12,68,41,22,214,NO FAULT
2020,11,11,13,70,40,22,213,NO FAULT
2020,11,11,14,67,41,22,222,NO FAULT
2020,11,11,15,68,40,22,230,NO FAULT
2020,11,11,16,70,36,22,224,NO FAULT
2020,11,11,17,70,35,22,211,NO FAULT
2020,11,11,18,68,41,22,215,NO FAULT
2020,11,11,19,67,43,22,218,NO FAULT
2020,11,11,20,68,43,22,213,NO FAULT
2020,11,11,21,69,37,22,212,NO FAULT
2020,11,11,22,68,39,22,214,NO FAULT
2020,11,11,23,67,45,22,219,NO FAULT
2020,11,12,0,70,35,22,212,NO FAULT
2020,11,12,1,68,44,22,216,NO FAULT
2020,11,12,2,67,37,22,227,NO FAULT
2020,11,12,3,68,42,22,211,NO FAULT
2020,11,12,4,69,45,22,211,NO FAULT
2020,11,12,5,67,44,22,228,NO FAULT
2020,11,12,6,78,40,22,227,NO FAULT
2020,11,12,7,68,39,22,216,NO FAULT
2020,11,12,8,69,36,22,212,NO FAULT
2020,11,12,9,68,40,22,223,NO FAULT
2020,11,12,10,68,45,22,213,NO FAULT
2020,11,12,11,70,35,22,211,NO FAULT
2020,11,12,12,70,44,22,211,NO FAULT
2020,11,12,13,68,45,22,218,NO FAULT
2020,11,12,14,68,37,22,228,NO FAULT
2020,11,12,15,67,43,22,228,NO FAULT
2020,11,12,16,69,35,22,212,NO FAULT
2020,11,12,17,68,36,22,217,NO FAULT
2020,11,12,18,70,37,22,221,NO FAULT
2020,11,12,19,89,41,22,214,NO FAULT
2020,11,12,20,68,40,22,217,NO FAULT
2020,11,12,21,67,43,22,225,NO FAULT
2020,11,12,22,69,38,22,212,NO FAULT
2020,11,12,23,87,56,25,289,HEATING
2020,11,13,0,86,54,26,279,HEATING
2020,11,13,1,84,54,25,280,HEATING
2020,11,13,2,89,56,25,287,HEATING
2020,11,13,3,90,36,24,288,HEATING
2020,11,13,4,87,56,25,289,HEATING
2020,11,13,5,67,35,22,225,NO FAULT
2020,11,13,6,67,35,22,214,NO FAULT
2020,11,13,7,67,45,22,218,NO FAULT
2020,11,13,8,68,40,22,211,NO FAULT
2020,11,13,9,67,35,22,227,NO FAULT
2020,11,13,10,69,45,22,210,NO FAULT
2020,11,13,11,70,36,22,217,NO FAULT
2020,11,13,12,68,38,22,223,NO FAULT
2020,11,13,13,69,44,22,217,NO FAULT
2020,11,13,14,70,44,22,227,NO FAULT
2020,11,13,15,77,43,22,214,NO FAULT
2020,11,13,16,89,40,22,224,NO FAULT
2020,11,13,17,67,37,22,229,NO FAULT
2020,11,13,18,69,43,22,219,NO FAULT
2020,11,13,19,68,44,22,212,NO FAULT
2020,11,13,20,69,37,22,224,NO FAULT
2020,11,13,21,70,36,22,210,NO FAULT
2020,11,13,22,69,38,22,219,NO FAULT
2020,11,13,23,67,37,22,218,NO FAULT
2020,11,14,0,68,41,22,220,NO FAULT
2020,11,14,1,67,44,22,213,NO FAULT
2020,11,14,2,70,37,22,226,NO FAULT
2020,11,14,3,70,40,22,228,NO FAULT
2020,11,14,4,68,37,22,221,NO FAULT
2020,11,14,5,70,45,22,218,NO FAULT
2020,11,14,6,68,45,22,226,NO FAULT
2020,11,14,7,67,45,22,228,NO FAULT
2020,11,14,8,70,43,22,214,NO FAULT
2020,11,14,9,70,36,22,224,NO FAULT
2020,11,14,10,67,41,22,219,NO FAULT
2020,11,14,11,67,37,22,214,NO FAULT
2020,11,14,12,67,40,22,223,NO FAULT
2020,11,14,13,67,42,22,230,NO FAULT
2020,11,14,14,67,43,22,216,NO FAULT
2020,11,14,15,70,42,22,210,NO FAULT
2020,11,14,16,77,44,22,225,NO FAULT
2020,11,14,17,69,45,22,218,NO FAULT
2020,11,14,18,68,39,22,220,NO FAULT
2020,11,14,19,70,40,22,229,NO FAULT
2020,11,14,20,68,43,22,216,NO FAULT
2020,11,14,21,69,35,22,212,NO FAULT
2020,11,14,22,69,37,22,211,NO FAULT
2020,11,14,23,70,44,22,222,NO FAULT
2020,11,15,0,67,43,22,222,NO FAULT
2020,11,15,1,67,44,22,218,NO FAULT
2020,11,15,2,68,45,22,223,NO FAULT
2020,11,15,3,69,40,22,210,NO FAULT
2020,11,15,4,69,41,22,210,NO FAULT
2020,11,15,5,89,36,22,219,NO FAULT
2020,11,15,6,67,45,22,227,NO FAULT
2020,11,15,7,69,43,22,225,NO FAULT
2020,11,15,8,70,39,22,220,NO FAULT
2020,11,15,9,69,41,22,227,NO FAULT
2020,11,15,10,68,39,22,210,NO FAULT
2020,11,15,11,70,37,22,210,NO FAULT
2020,11,15,12,68,39,22,223,NO FAULT
2020,11,15,13,67,42,22,210,NO FAULT
2020,11,15,14,68,43,22,228,NO FAULT
2020,11,15,15,90,60,33,290,OVER HEATING
2020,11,15,16,91,59,34,289,OVER HEATING
2020,11,15,17,92,58,35,288,OVER HEATING
2020,11,15,18,90,60,33,290,OVER HEATING
2020,11,15,19,69,45,22,223,NO FAULT
2020,11,15,20,69,35,22,217,NO FAULT
2020,11,15,21,69,44,22,212,NO FAULT
2020,11,15,22,70,35,22,216,NO FAULT
2020,11,15,23,68,44,22,216,NO FAULT
2020,11,16,0,67,40,22,228,NO FAULT
2020,11,16,1,67,36,22,210,NO FAULT
2020,11,16,2,68,40,22,211,NO FAULT
2020,11,16,3,68,44,22,226,NO FAULT
2020,11,16,4,67,42,22,214,NO FAULT
2020,11,16,5,68,37,22,223,NO FAULT
2020,11,16,6,87,56,25,289,HEATING
2020,11,16,7,86,54,26,279,HEATING
2020,11,16,8,84,54,25,280,HEATING
2020,11,16,9,89,56,25,287,HEATING
2020,11,16,10,90,44,24,288,HEATING
2020,11,16,11,87,56,25,289,HEATING
2020,11,16,12,98,64,20,340,OVER LOADING
2020,11,16,13,98,64,20,340,OVER LOADING
2020,11,16,14,96,60,20,349,OVER HEATING
2020,11,16,15,94,62,20,349,OVER LOADING
2020,11,16,16,68,42,22,210,NO FAULT
2020,11,16,17,70,40,22,218,NO FAULT
2020,11,16,18,70,44,22,228,NO FAULT
2020,11,16,19,69,45,22,215,NO FAULT
2020,11,16,20,70,39,22,210,NO FAULT
2020,11,16,21,70,43,22,223,NO FAULT
2020,11,16,22,69,35,22,223,NO FAULT
2020,11,16,23,69,35,22,230,NO FAULT
2020,11,17,0,69,36,22,214,NO FAULT
2020,11,17,1,68,38,22,216,NO FAULT
2020,11,17,2,69,35,22,213,NO FAULT
2020,11,17,3,68,36,22,218,NO FAULT
2020,11,17,4,67,36,22,221,NO FAULT
2020,11,17,5,70,39,22,221,NO FAULT
2020,11,17,6,69,38,22,214,NO FAULT
2020,11,17,7,67,42,22,221,NO FAULT
2020,11,17,8,69,40,22,215,NO FAULT
2020,11,17,9,68,36,22,228,NO FAULT
2020,11,17,10,67,40,22,215,NO FAULT
2020,11,17,11,69,42,22,226,NO FAULT
2020,11,17,12,67,36,22,213,NO FAULT
2020,11,17,13,67,44,22,222,NO FAULT
2020,11,17,14,67,45,22,227,NO FAULT
2020,11,17,15,70,38,22,226,NO FAULT
2020,11,17,16,67,40,22,214,NO FAULT
2020,11,17,17,69,35,22,225,NO FAULT
2020,11,17,18,70,36,22,227,NO FAULT
2020,11,17,19,70,36,22,227,NO FAULT
2020,11,17,20,68,42,22,227,NO FAULT
2020,11,17,21,70,42,22,215,NO FAULT
2020,11,17,22,69,39,22,224,NO FAULT
2020,11,17,23,67,45,22,224,NO FAULT
2020,11,18,0,70,37,22,210,NO FAULT
2020,11,18,1,67,37,22,229,NO FAULT
2020,11,18,2,69,35,22,222,NO FAULT
2020,11,18,3,68,37,22,221,NO FAULT
2020,11,18,4,70,43,22,210,NO FAULT
2020,11,18,5,69,38,22,219,NO FAULT
2020,11,18,6,67,45,22,225,NO FAULT
2020,11,18,7,68,43,22,226,NO FAULT
2020,11,18,8,67,39,22,225,NO FAULT
2020,11,18,9,67,39,22,224,NO FAULT
2020,11,18,10,69,36,22,227,NO FAULT
2020,11,18,11,70,41,22,213,NO FAULT
2020,11,18,12,67,38,22,223,NO FAULT
2020,11,18,13,70,45,22,222,NO FAULT
2020,11,18,14,70,44,22,220,NO FAULT
2020,11,18,15,69,42,22,217,NO FAULT
2020,11,18,16,67,38,22,217,NO FAULT
2020,11,18,17,70,37,22,212,NO FAULT
2020,11,18,18,78,45,22,215,NO FAULT
2020,11,18,19,70,44,22,218,NO FAULT
2020,11,18,20,68,37,22,210,NO FAULT
2020,11,18,21,69,45,22,210,NO FAULT
2020,11,18,22,69,40,22,223,NO FAULT
2020,11,18,23,67,43,22,210,NO FAULT
2020,11,19,0,68,38,22,222,NO FAULT
2020,11,19,1,67,45,22,225,NO FAULT
2020,11,19,2,67,43,22,210,NO FAULT
2020,11,19,3,68,42,22,220,NO FAULT
2020,11,19,4,67,38,22,225,NO FAULT
2020,11,19,5,68,40,22,214,NO FAULT
2020,11,19,6,70,42,22,230,NO FAULT
2020,11,19,7,69,45,22,227,NO FAULT
2020,11,19,8,70,43,22,221,NO FAULT
2020,11,19,9,67,43,22,221,NO FAULT
2020,11,19,10,70,38,22,229,NO FAULT
2020,11,19,11,68,45,22,212,NO FAULT
2020,11,19,12,68,36,22,229,NO FAULT
2020,11,19,13,68,42,22,219,NO FAULT
2020,11,19,14,70,35,22,212,NO FAULT
2020,11,19,15,68,36,22,211,NO FAULT
2020,11,19,16,70,44,22,220,NO FAULT
2020,11,19,17,69,40,22,230,NO FAULT
2020,11,19,18,68,45,22,217,NO FAULT
2020,11,19,19,70,42,22,211,NO FAULT
2020,11,19,20,67,42,22,214,NO FAULT
2020,11,19,21,70,45,22,228,NO FAULT
2020,11,19,22,68,45,22,222,NO FAULT
2020,11,19,23,68,37,22,222,NO FAULT
2020,11,20,0,68,43,22,225,NO FAULT
2020,11,20,1,68,42,22,210,NO FAULT
2020,11,20,2,69,35,22,210,NO FAULT
2020,11,20,3,70,35,22,228,NO FAULT
2020,11,20,4,69,42,22,211,NO FAULT
2020,11,20,5,70,41,22,212,NO FAULT
2020,11,20,6,68,40,22,218,NO FAULT
2020,11,20,7,68,37,22,225,NO FAULT
2020,11,20,8,70,42,22,223,NO FAULT
2020,11,20,9,67,45,22,223,NO FAULT
2020,11,20,10,67,40,22,224,NO FAULT
2020,11,20,11,67,41,22,229,NO FAULT
2020,11,20,12,68,44,22,210,NO FAULT
2020,11,20,13,70,35,22,229,NO FAULT
2020,11,20,14,68,35,22,224,NO FAULT
2020,11,20,15,69,45,22,225,NO FAULT
2020,11,20,16,67,38,22,224,NO FAULT
2020,11,20,17,70,36,22,228,NO FAULT
2020,11,20,18,69,43,22,218,NO FAULT
2020,11,20,19,70,44,22,218,NO FAULT
2020,11,20,20,69,43,22,217,NO FAULT
2020,11,20,21,69,44,22,229,NO FAULT
2020,11,20,22,69,41,22,210,NO FAULT
2020,11,20,23,70,45,22,211,NO FAULT
2020,11,21,0,68,42,22,214,NO FAULT
2020,11,21,1,68,41,22,223,NO FAULT
2020,11,21,2,67,37,22,218,NO FAULT
2020,11,21,3,68,35,22,228,NO FAULT
2020,11,21,4,70,37,22,219,NO FAULT
2020,11,21,5,69,42,22,223,NO FAULT
2020,11,21,6,69,35,22,216,NO FAULT
2020,11,21,7,69,38,22,214,NO FAULT
2020,11,21,8,69,42,22,220,NO FAULT
2020,11,21,9,68,36,22,228,NO FAULT
2020,11,21,10,70,37,22,223,NO FAULT
2020,11,21,11,68,42,22,216,NO FAULT
2020,11,21,12,70,35,22,225,NO FAULT
2020,11,21,13,69,41,22,228,NO FAULT
2020,11,21,14,68,41,22,228,NO FAULT
2020,11,21,15,68,43,22,215,NO FAULT
2020,11,21,16,68,45,22,221,NO FAULT
2020,11,21,17,70,39,22,218,NO FAULT
2020,11,21,18,70,41,22,216,NO FAULT
2020,11,21,19,68,41,22,210,NO FAULT
2020,11,21,20,69,40,22,229,NO FAULT
2020,11,21,21,68,36,22,213,NO FAULT
2020,11,21,22,67,41,22,228,NO FAULT
2020,11,21,23,70,45,22,216,NO FAULT
2020,11,22,0,98,36,22,219,NO FAULT
2020,11,22,1,70,37,22,213,NO FAULT
2020,11,22,2,70,39,22,211,NO FAULT
2020,11,22,3,69,38,22,218,NO FAULT
2020,11,22,4,70,36,22,221,NO FAULT
2020,11,22,5,67,40,22,220,NO FAULT
2020,11,22,6,69,37,22,211,NO FAULT
2020,11,22,7,67,45,22,213,NO FAULT
2020,11,22,8,67,42,22,230,NO FAULT
2020,11,22,9,88,37,22,219,NO FAULT
2020,11,22,10,69,41,22,219,NO FAULT
2020,11,22,11,70,37,22,222,NO FAULT
2020,11,22,12,69,40,22,229,NO FAULT
2020,11,22,13,70,37,22,218,NO FAULT
2020,11,22,14,88,42,22,221,NO FAULT
2020,11,22,15,70,38,22,218,NO FAULT
2020,11,22,16,69,36,22,227,NO FAULT
2020,11,22,17,67,40,22,229,NO FAULT
2020,11,22,18,70,36,22,229,NO FAULT
2020,11,22,19,68,45,22,227,NO FAULT
2020,11,22,20,67,39,22,220,NO FAULT
2020,11,22,21,70,42,22,213,NO FAULT
2020,11,22,22,67,40,22,221,NO FAULT
2020,11,22,23,69,38,22,228,NO FAULT
2020,11,23,0,70,41,22,215,NO FAULT
2020,11,23,1,69,38,22,215,NO FAULT
2020,11,23,2,69,44,22,230,NO FAULT
2020,11,23,3,67,37,22,223,NO FAULT
2020,11,23,4,69,42,22,215,NO FAULT
2020,11,23,5,69,42,22,230,NO FAULT
2020,11,23,6,69,44,22,217,NO FAULT
2020,11,23,7,70,44,22,228,NO FAULT
2020,11,23,8,69,42,22,223,NO FAULT
2020,11,23,9,69,36,22,221,NO FAULT
2020,11,23,10,78,45,22,224,NO FAULT
2020,11,23,11,68,41,22,226,NO FAULT
2020,11,23,12,67,44,22,224,NO FAULT
2020,11,23,13,67,36,22,220,NO FAULT
2020,11,23,14,70,36,22,219,NO FAULT
2020,11,23,15,70,40,22,220,NO FAULT
2020,11,23,16,98,64,20,340,OVER LOADING
2020,11,23,17,98,64,20,340,OVER LOADING
2020,11,23,18,96,60,20,349,OVER LOADING
2020,11,23,19,94,62,20,349,OVER HEATING
2020,11,23,20,68,42,22,218,NO FAULT
2020,11,23,21,68,41,22,220,NO FAULT
2020,11,23,22,68,45,22,212,NO FAULT
2020,11,23,23,69,39,22,211,NO FAULT
2020,11,24,0,68,38,22,226,NO FAULT
2020,11,24,1,78,36,22,219,NO FAULT
2020,11,24,2,70,42,22,212,NO FAULT
2020,11,24,3,68,40,22,226,NO FAULT
2020,11,24,4,69,45,22,229,NO FAULT
2020,11,24,5,67,35,22,210,NO FAULT
2020,11,24,6,68,36,22,213,NO FAULT
2020,11,24,7,68,39,22,221,NO FAULT
2020,11,24,8,67,39,22,215,NO FAULT
2020,11,24,9,78,37,22,220,NO FAULT
2020,11,24,10,88,37,22,211,NO FAULT
2020,11,24,11,67,44,22,219,NO FAULT
2020,11,24,12,69,45,22,217,NO FAULT
2020,11,24,13,68,41,22,217,NO FAULT
2020,11,24,14,67,38,22,226,NO FAULT
2020,11,24,15,69,45,22,228,NO FAULT
2020,11,24,16,67,37,22,222,NO FAULT
2020,11,24,17,69,37,22,224,NO FAULT
2020,11,24,18,69,41,22,227,NO FAULT
2020,11,24,19,69,36,22,226,NO FAULT
2020,11,24,20,70,43,22,223,NO FAULT
2020,11,24,21,70,41,22,214,NO FAULT
2020,11,24,22,67,43,22,230,NO FAULT
2020,11,24,23,69,35,22,215,NO FAULT
2020,11,25,0,67,44,22,222,NO FAULT
2020,11,25,1,69,37,22,218,NO FAULT
2020,11,25,2,70,43,22,225,NO FAULT
2020,11,25,3,89,37,22,218,NO FAULT
2020,11,25,4,69,43,22,224,NO FAULT
2020,11,25,5,68,44,22,230,NO FAULT
2020,11,25,6,70,45,22,223,NO FAULT
2020,11,25,7,69,36,22,214,NO FAULT
2020,11,25,8,68,43,22,220,NO FAULT
2020,11,25,9,68,38,22,211,NO FAULT
2020,11,25,10,78,42,22,211,NO FAULT
2020,11,25,11,87,56,25,289,HEATING
2020,11,25,12,86,54,26,279,HEATING
2020,11,25,13,84,54,25,280,HEATING
2020,11,25,14,89,56,25,287,HEATING
2020,11,25,15,90,35,24,288,HEATING
2020,11,25,16,87,56,25,289,HEATING
2020,11,25,17,67,45,22,222,NO FAULT
2020,11,25,18,69,35,22,216,NO FAULT
2020,11,25,19,68,43,22,217,NO FAULT
2020,11,25,20,69,44,22,216,NO FAULT
2020,11,25,21,67,44,22,210,NO FAULT
2020,11,25,22,69,37,22,227,NO FAULT
2020,11,25,23,67,39,22,211,NO FAULT
2020,11,26,0,69,35,22,227,NO FAULT
2020,11,26,1,69,36,22,216,NO FAULT
2020,11,26,2,69,37,22,222,NO FAULT
2020,11,26,3,70,38,22,227,NO FAULT
2020,11,26,4,68,43,22,218,NO FAULT
2020,11,26,5,69,44,22,225,NO FAULT
2020,11,26,6,69,44,22,220,NO FAULT
2020,11,26,7,67,39,22,219,NO FAULT
2020,11,26,8,70,42,22,214,NO FAULT
2020,11,26,9,69,39,22,218,NO FAULT
2020,11,26,10,70,42,22,226,NO FAULT
2020,11,26,11,90,60,33,290,OVER HEATING
2020,11,26,12,91,59,34,289,OVER HEATING
2020,11,26,13,92,58,35,288,OVER HEATING
2020,11,26,14,90,60,33,290,OVER HEATING
2020,11,26,15,69,37,22,213,NO FAULT
2020,11,26,16,69,38,22,227,NO FAULT
2020,11,26,17,69,40,22,211,NO FAULT
2020,11,26,18,67,35,22,220,NO FAULT
2020,11,26,19,68,37,22,225,NO FAULT
2020,11,26,20,70,39,22,228,NO FAULT
2020,11,26,21,68,42,22,217,NO FAULT
2020,11,26,22,68,40,22,216,NO FAULT
2020,11,26,23,69,36,22,224,NO FAULT
2020,11,27,0,67,37,22,229,NO FAULT
2020,11,27,1,67,42,22,223,NO FAULT
2020,11,27,2,67,41,22,215,NO FAULT
2020,11,27,3,67,40,22,213,NO FAULT
2020,11,27,4,67,45,22,211,NO FAULT
2020,11,27,5,68,45,22,223,NO FAULT
2020,11,27,6,78,44,22,227,NO FAULT
2020,11,27,7,69,39,22,220,NO FAULT
2020,11,27,8,67,35,22,229,NO FAULT
2020,11,27,9,68,44,22,220,NO FAULT
2020,11,27,10,67,35,22,210,NO FAULT
2020,11,27,11,69,40,22,222,NO FAULT
2020,11,27,12,67,43,22,228,NO FAULT
2020,11,27,13,68,42,22,213,NO FAULT
2020,11,27,14,69,43,22,222,NO FAULT
2020,11,27,15,69,36,22,226,NO FAULT
2020,11,27,16,70,44,22,216,NO FAULT
2020,11,27,17,67,41,22,225,NO FAULT
2020,11,27,18,69,42,22,229,NO FAULT
2020,11,27,19,68,39,22,225,NO FAULT
2020,11,27,20,67,39,22,223,NO FAULT
2020,11,27,21,69,45,22,229,NO FAULT
2020,11,27,22,69,36,22,217,NO FAULT
2020,11,27,23,68,42,22,210,NO FAULT
2020,11,28,0,68,40,22,228,NO FAULT
2020,11,28,1,69,38,22,218,NO FAULT
2020,11,28,2,69,36,22,217,NO FAULT
2020,11,28,3,70,42,22,220,NO FAULT
2020,11,28,4,70,35,22,210,NO FAULT
2020,11,28,5,69,44,22,214,NO FAULT
2020,11,28,6,70,39,22,225,NO FAULT
2020,11,28,7,70,42,22,224,NO FAULT
2020,11,28,8,67,39,22,218,NO FAULT
2020,11,28,9,68,36,22,216,NO FAULT
2020,11,28,10,68,41,22,214,NO FAULT
2020,11,28,11,68,43,22,219,NO FAULT
2020,11,28,12,69,44,22,222,NO FAULT
2020,11,28,13,68,36,22,227,NO FAULT
2020,11,28,14,69,38,22,215,NO FAULT
2020,11,28,15,67,37,22,215,NO FAULT
2020,11,28,16,70,41,22,218,NO FAULT
2020,11,28,17,68,36,22,229,NO FAULT
2020,11,28,18,69,36,22,227,NO FAULT
2020,11,28,19,67,40,22,221,NO FAULT
2020,11,28,20,70,40,22,221,NO FAULT
2020,11,28,21,68,42,22,219,NO FAULT
2020,11,28,22,68,36,22,225,NO FAULT
2020,11,28,23,68,36,22,212,NO FAULT
2020,11,29,0,70,41,22,210,NO FAULT
2020,11,29,1,68,41,22,226,NO FAULT
2020,11,29,2,69,37,22,228,NO FAULT
2020,11,29,3,68,40,22,224,NO FAULT
2020,11,29,4,67,35,22,215,NO FAULT
2020,11,29,5,70,40,22,224,NO FAULT
2020,11,29,6,67,42,22,229,NO FAULT
2020,11,29,7,69,39,22,216,NO FAULT
2020,11,29,8,68,45,22,217,NO FAULT
2020,11,29,9,68,35,22,222,NO FAULT
2020,11,29,10,70,37,22,216,NO FAULT
2020,11,29,11,76,39,22,213,NO FAULT
2020,11,29,12,67,44,22,223,NO FAULT
2020,11,29,13,67,35,22,229,NO FAULT
2020,11,29,14,69,42,22,218,NO FAULT
2020,11,29,15,68,37,22,224,NO FAULT
2020,11,29,16,70,45,22,226,NO FAULT
2020,11,29,17,67,38,22,225,NO FAULT
2020,11,29,18,69,38,22,230,NO FAULT
2020,11,29,19,67,36,22,219,NO FAULT
2020,11,29,20,67,36,22,215,NO FAULT
2020,11,29,21,70,39,22,223,NO FAULT
2020,11,29,22,67,39,22,221,NO FAULT
2020,11,29,23,67,39,22,218,NO FAULT
2020,11,30,0,67,45,22,226,NO FAULT
2020,11,30,1,69,35,22,218,NO FAULT
2020,11,30,2,98,64,20,340,OVER LOADING
2020,11,30,3,98,64,20,340,OVER LOADING
2020,11,30,4,96,60,20,349,OVER LOADING
2020,11,30,5,94,62,20,349,OVER LOADING
2020,11,30,6,67,37,22,225,NO FAULT
2020,11,30,7,69,36,22,211,NO FAULT
2020,11,30,8,70,35,22,219,NO FAULT
